# x		y		pair notation
0.344954	0.0894492	(0.344954,0.089449)	
0.38083	0.801346	(0.380830,0.801346)	
0.0401631	0.253609	(0.040163,0.253609)	
0.358928	0.837015	(0.358928,0.837015)	
0.29584	0.353913	(0.295840,0.353913)	
0.359818	0.552819	(0.359818,0.552819)	
0.665581	0.721324	(0.665581,0.721324)	
0.719534	0.30912	(0.719534,0.309120)	
0.521796	0.821913	(0.521796,0.821913)	
0.322641	0.284021	(0.322641,0.284021)	
0.0295683	0.726832	(0.029568,0.726832)	
0.904307	0.628682	(0.904307,0.628682)	
0.0386698	0.201128	(0.038670,0.201128)	
0.926632	0.1664	(0.926632,0.166400)	
0.858208	0.997369	(0.858208,0.997369)	
0.910822	0.786591	(0.910822,0.786591)	
0.788071	0.668819	(0.788071,0.668819)	
0.341383	0.758438	(0.341383,0.758438)	
0.592156	0.39342	(0.592156,0.393420)	
0.648782	0.689408	(0.648782,0.689408)	
0.0262241	0.948617	(0.026224,0.948617)	
0.483904	0.844546	(0.483904,0.844546)	
0.497009	0.263132	(0.497009,0.263132)	
0.0105739	0.852593	(0.010574,0.852593)	
0.801034	0.450738	(0.801034,0.450738)	
0.328616	0.299221	(0.328616,0.299221)	
0.246603	0.0993011	(0.246603,0.099301)	
0.295076	0.456399	(0.295076,0.456399)	
0.82903	0.932692	(0.829030,0.932692)	
0.908806	0.0460638	(0.908806,0.046064)	
0.238667	0.01117	(0.238667,0.011170)	
0.365472	0.877522	(0.365472,0.877522)	
0.518447	0.00569072	(0.518447,0.005691)	
0.756034	0.838498	(0.756034,0.838498)	
0.03996	0.0320662	(0.039960,0.032066)	
0.879865	0.732387	(0.879865,0.732387)	
0.975499	0.211416	(0.975499,0.211416)	
0.5601	0.027508	(0.560100,0.027508)	
0.651967	0.823946	(0.651967,0.823946)	
0.2977	0.672134	(0.297700,0.672134)	
0.577987	0.324439	(0.577987,0.324439)	
0.774601	0.701431	(0.774601,0.701431)	
0.738405	0.911196	(0.738405,0.911196)	
0.135565	0.654646	(0.135565,0.654646)	
0.103698	0.997517	(0.103698,0.997517)	
0.741687	0.58382	(0.741687,0.583820)	
0.56227	0.178591	(0.562270,0.178591)	
0.12264	0.185599	(0.122640,0.185599)	
0.460631	0.860144	(0.460631,0.860144)	
0.664573	0.857629	(0.664573,0.857629)	
0.142816	0.00208665	(0.142816,0.002087)	
0.489133	0.0683729	(0.489133,0.068373)	
0.781877	0.705151	(0.781877,0.705151)	
0.417428	0.647427	(0.417428,0.647427)	
0.0618206	0.0461678	(0.061821,0.046168)	
0.610234	0.531734	(0.610234,0.531734)	
0.0200911	0.45382	(0.020091,0.453820)	
0.749698	0.2361	(0.749698,0.236100)	
0.423693	0.457772	(0.423693,0.457772)	
0.623687	0.214575	(0.623687,0.214575)	
0.204793	0.176885	(0.204793,0.176885)	
0.915533	0.218458	(0.915533,0.218458)	
0.705408	0.914326	(0.705408,0.914326)	
0.440794	0.378591	(0.440794,0.378591)	
0.210289	0.56696	(0.210289,0.566960)	
0.138861	0.701393	(0.138861,0.701393)	
0.619953	0.742246	(0.619953,0.742246)	
0.778697	0.892629	(0.778697,0.892629)	
0.222863	0.907335	(0.222863,0.907335)	
0.610799	0.348727	(0.610799,0.348727)	
0.660933	0.112272	(0.660933,0.112272)	
0.456032	0.986531	(0.456032,0.986531)	
0.0929317	0.762778	(0.092932,0.762778)	
0.908477	0.538589	(0.908477,0.538589)	
0.696144	0.139304	(0.696144,0.139304)	
0.214556	0.50767	(0.214556,0.507670)	
0.411168	0.329849	(0.411168,0.329849)	
0.822962	0.152155	(0.822962,0.152155)	
0.834402	0.566952	(0.834402,0.566952)	
0.75611	0.429959	(0.756110,0.429959)	
0.457209	0.627441	(0.457209,0.627441)	
0.588885	0.544809	(0.588885,0.544809)	
0.802594	0.600789	(0.802594,0.600789)	
0.517293	0.662963	(0.517293,0.662963)	
0.13534	0.482643	(0.135340,0.482643)	
0.419465	0.0642618	(0.419465,0.064262)	
0.238864	0.369347	(0.238864,0.369347)	
0.943466	0.787871	(0.943466,0.787871)	
0.633636	0.572709	(0.633636,0.572709)	
0.0680526	0.0748696	(0.068053,0.074870)	
0.633038	0.438171	(0.633038,0.438171)	
0.669221	0.207407	(0.669221,0.207407)	
0.821379	0.620805	(0.821379,0.620805)	
0.860911	0.823411	(0.860911,0.823411)	
0.126856	0.779804	(0.126856,0.779804)	
0.06422	0.338366	(0.064220,0.338366)	
0.33409	0.211401	(0.334090,0.211401)	
0.275852	0.638767	(0.275852,0.638767)	
0.0242464	0.611348	(0.024246,0.611348)	
0.0612884	0.898344	(0.061288,0.898344)	
0.886411	0.59056	(0.886411,0.590560)	
0.677484	0.896447	(0.677484,0.896447)	
0.655853	0.551293	(0.655853,0.551293)	
0.0479308	0.042279	(0.047931,0.042279)	
0.600053	0.247067	(0.600053,0.247067)	
0.262194	0.898636	(0.262194,0.898636)	
0.19219	0.61859	(0.192190,0.618590)	
0.872935	0.0898164	(0.872935,0.089816)	
0.0374291	0.0322164	(0.037429,0.032216)	
0.614626	0.321384	(0.614626,0.321384)	
0.106277	0.6995	(0.106277,0.699500)	
0.696483	0.8511	(0.696483,0.851100)	
0.191106	0.0693009	(0.191106,0.069301)	
0.532313	0.162834	(0.532313,0.162834)	
0.249273	0.241512	(0.249273,0.241512)	
0.49521	0.106425	(0.495210,0.106425)	
0.895047	0.728186	(0.895047,0.728186)	
0.936235	0.189805	(0.936235,0.189805)	
0.921589	0.0986767	(0.921589,0.098677)	
0.522889	0.624323	(0.522889,0.624323)	
0.995704	0.496081	(0.995704,0.496081)	
0.752462	0.724822	(0.752462,0.724822)	
0.897161	0.649011	(0.897161,0.649011)	
0.922954	0.212964	(0.922954,0.212964)	
0.149298	0.662496	(0.149298,0.662496)	
0.623687	0.241631	(0.623687,0.241631)	
0.0899855	0.532124	(0.089986,0.532124)	
0.990793	0.691395	(0.990793,0.691395)	
0.296252	0.354548	(0.296252,0.354548)	
0.189319	0.644479	(0.189319,0.644479)	
0.439742	0.614043	(0.439742,0.614043)	
0.291812	0.339966	(0.291812,0.339966)	
0.704502	0.608194	(0.704502,0.608194)	
0.458948	0.294905	(0.458948,0.294905)	
0.637255	0.0762453	(0.637255,0.076245)	
0.955442	0.343401	(0.955442,0.343401)	
0.970528	0.841635	(0.970528,0.841635)	
0.496379	0.819526	(0.496379,0.819526)	
0.510748	0.847169	(0.510748,0.847169)	
0.985867	0.975328	(0.985867,0.975328)	
0.520248	0.309046	(0.520248,0.309046)	
0.230058	0.483262	(0.230058,0.483262)	
0.250297	0.947062	(0.250297,0.947062)	
0.356921	0.789668	(0.356921,0.789668)	
0.961477	0.855946	(0.961477,0.855946)	
0.710603	0.444698	(0.710603,0.444698)	
0.160564	0.700761	(0.160564,0.700761)	
0.991672	0.88217	(0.991672,0.882170)	
0.105507	0.57195	(0.105507,0.571950)	
0.547278	0.523723	(0.547278,0.523723)	
0.300858	0.188089	(0.300858,0.188089)	
0.466431	0.36442	(0.466431,0.364420)	
0.5974	0.742294	(0.597400,0.742294)	
0.57263	0.206337	(0.572630,0.206337)	
0.196763	0.747788	(0.196763,0.747788)	
0.42446	0.553083	(0.424460,0.553083)	
0.872916	0.83645	(0.872916,0.836450)	
0.00816976	0.487493	(0.008170,0.487493)	
0.788999	0.828502	(0.788999,0.828502)	
0.236379	0.0186537	(0.236379,0.018654)	
0.594591	0.140304	(0.594591,0.140304)	
0.5338	0.810046	(0.533800,0.810046)	
0.9229	0.989074	(0.922900,0.989074)	
0.402317	0.560921	(0.402317,0.560921)	
0.81026	0.0377817	(0.810260,0.037782)	
0.6999	0.796394	(0.699900,0.796394)	
0.975837	0.390469	(0.975837,0.390469)	
0.555077	0.382389	(0.555077,0.382389)	
0.824428	0.87849	(0.824428,0.878490)	
0.0632996	0.689074	(0.063300,0.689074)	
0.670082	0.692945	(0.670082,0.692945)	
0.694103	0.216296	(0.694103,0.216296)	
0.176186	0.829827	(0.176186,0.829827)	
0.27704	0.417609	(0.277040,0.417609)	
0.725092	0.874586	(0.725092,0.874586)	
0.456822	0.932447	(0.456822,0.932447)	
0.176961	0.105202	(0.176961,0.105202)	
0.118693	0.991077	(0.118693,0.991077)	
0.765863	0.121167	(0.765863,0.121167)	
0.816884	0.191932	(0.816884,0.191932)	
0.177181	0.484411	(0.177181,0.484411)	
0.103147	0.479382	(0.103147,0.479382)	
0.822955	0.602294	(0.822955,0.602294)	
0.588142	0.0509167	(0.588142,0.050917)	
0.103039	0.0978682	(0.103039,0.097868)	
0.893129	0.190923	(0.893129,0.190923)	
0.834985	0.645085	(0.834985,0.645085)	
0.508681	0.024027	(0.508681,0.024027)	
0.832839	0.0333337	(0.832839,0.033334)	
0.194415	0.780333	(0.194415,0.780333)	
0.795831	0.544211	(0.795831,0.544211)	
0.480983	0.00945871	(0.480983,0.009459)	
0.666979	0.441913	(0.666979,0.441913)	
0.202496	0.927186	(0.202496,0.927186)	
0.576493	0.00585646	(0.576493,0.005856)	
0.752304	0.650795	(0.752304,0.650795)	
0.486457	0.469537	(0.486457,0.469537)	
0.953664	0.91505	(0.953664,0.915050)	
0.995471	0.0132565	(0.995471,0.013256)	
0.433631	0.164615	(0.433631,0.164615)	
0.191842	0.520785	(0.191842,0.520785)	
0.125818	0.90999	(0.125818,0.909990)	
0.411771	0.722704	(0.411771,0.722704)	
0.776045	0.398327	(0.776045,0.398327)	
0.667987	0.0738338	(0.667987,0.073834)	
0.932953	0.9886	(0.932953,0.988600)	
0.971031	0.851501	(0.971031,0.851501)	
0.0501329	0.899267	(0.050133,0.899267)	
0.829319	0.508478	(0.829319,0.508478)	
0.762161	0.997864	(0.762161,0.997864)	
0.648011	0.903084	(0.648011,0.903084)	
0.707032	0.0739393	(0.707032,0.073939)	
0.266369	0.183579	(0.266369,0.183579)	
0.113108	0.142637	(0.113108,0.142637)	
0.397592	0.489627	(0.397592,0.489627)	
0.739017	0.0954077	(0.739017,0.095408)	
0.636273	0.305964	(0.636273,0.305964)	
0.217344	0.791253	(0.217344,0.791253)	
0.0516597	0.958672	(0.051660,0.958672)	
0.803	0.0771569	(0.803000,0.077157)	
0.218291	0.969713	(0.218291,0.969713)	
0.438428	0.365738	(0.438428,0.365738)	
0.0806638	0.507923	(0.080664,0.507923)	
0.722076	0.173382	(0.722076,0.173382)	
0.989971	0.112941	(0.989971,0.112941)	
0.183722	0.340353	(0.183722,0.340353)	
0.976366	0.981084	(0.976366,0.981084)	
0.438289	0.688497	(0.438289,0.688497)	
0.170394	0.0385706	(0.170394,0.038571)	
0.59487	0.310644	(0.594870,0.310644)	
0.806211	0.577702	(0.806211,0.577702)	
0.354006	0.982748	(0.354006,0.982748)	
0.424019	0.576304	(0.424019,0.576304)	
0.726329	0.814921	(0.726329,0.814921)	
0.439969	0.781226	(0.439969,0.781226)	
0.269821	0.9462	(0.269821,0.946200)	
0.821955	0.924858	(0.821955,0.924858)	
0.269974	0.0910541	(0.269974,0.091054)	
0.0557316	0.912065	(0.055732,0.912065)	
0.803676	0.079919	(0.803676,0.079919)	
0.217059	0.706739	(0.217059,0.706739)	
0.138668	0.233711	(0.138668,0.233711)	
0.795048	0.846193	(0.795048,0.846193)	
0.258856	0.771073	(0.258856,0.771073)	
0.905093	0.792219	(0.905093,0.792219)	
0.382831	0.280623	(0.382831,0.280623)	
0.855917	0.604906	(0.855917,0.604906)	
0.39782	0.177741	(0.397820,0.177741)	
0.316228	0.00485355	(0.316228,0.004854)	
0.981419	0.601204	(0.981419,0.601204)	
0.887575	0.717609	(0.887575,0.717609)	
0.474305	0.24959	(0.474305,0.249590)	
0.00950395	0.907784	(0.009504,0.907784)	
0.0223546	0.58683	(0.022355,0.586830)	
0.282426	0.487067	(0.282426,0.487067)	
0.177912	0.802166	(0.177912,0.802166)	
0.427439	0.488248	(0.427439,0.488248)	
0.667348	0.0492802	(0.667348,0.049280)	
0.848194	0.545325	(0.848194,0.545325)	
0.853379	0.235422	(0.853379,0.235422)	
0.708782	0.707112	(0.708782,0.707112)	
0.0821518	0.922371	(0.082152,0.922371)	
0.3873	0.378556	(0.387300,0.378556)	
0.471029	0.44117	(0.471029,0.441170)	
0.354494	0.560931	(0.354494,0.560931)	
0.20571	0.831486	(0.205710,0.831486)	
0.91066	0.820376	(0.910660,0.820376)	
0.34535	0.679536	(0.345350,0.679536)	
0.695342	0.51593	(0.695342,0.515930)	
0.830268	0.846721	(0.830268,0.846721)	
0.569564	0.865715	(0.569564,0.865715)	
0.525467	0.721073	(0.525467,0.721073)	
0.919076	0.916486	(0.919076,0.916486)	
0.969406	0.267566	(0.969406,0.267566)	
0.901972	0.541101	(0.901972,0.541101)	
0.114221	0.349033	(0.114221,0.349033)	
0.880978	0.245084	(0.880978,0.245084)	
0.902088	0.600539	(0.902088,0.600539)	
0.658523	0.982277	(0.658523,0.982277)	
0.511897	0.395432	(0.511897,0.395432)	
0.0436322	0.916404	(0.043632,0.916404)	
0.598199	0.9859	(0.598199,0.985900)	
0.29873	0.316345	(0.298730,0.316345)	
0.726066	0.844866	(0.726066,0.844866)	
0.670094	0.625096	(0.670094,0.625096)	
0.454679	0.20556	(0.454679,0.205560)	
0.229307	0.42318	(0.229307,0.423180)	
0.440847	0.181635	(0.440847,0.181635)	
0.829206	0.13497	(0.829206,0.134970)	
0.401249	0.0615158	(0.401249,0.061516)	
0.994241	0.159629	(0.994241,0.159629)	
0.496839	0.0786162	(0.496839,0.078616)	
0.862631	0.796741	(0.862631,0.796741)	
0.470844	0.352635	(0.470844,0.352635)	
0.920183	0.170076	(0.920183,0.170076)	
0.797274	0.730382	(0.797274,0.730382)	
0.710224	0.0121302	(0.710224,0.012130)	
0.872264	0.897319	(0.872264,0.897319)	
0.170921	0.978213	(0.170921,0.978213)	
0.426419	0.618461	(0.426419,0.618461)	
0.893726	0.324049	(0.893726,0.324049)	
0.451186	0.0505726	(0.451186,0.050573)	
0.771162	0.657423	(0.771162,0.657423)	
0.943033	0.263189	(0.943033,0.263189)	
0.0182799	0.805732	(0.018280,0.805732)	
0.180543	0.946212	(0.180543,0.946212)	
0.922501	0.0109481	(0.922501,0.010948)	
0.394687	0.564502	(0.394687,0.564502)	
0.367135	0.946137	(0.367135,0.946137)	
0.982448	0.258443	(0.982448,0.258443)	
0.853453	0.858072	(0.853453,0.858072)	
0.588004	0.663077	(0.588004,0.663077)	
0.536953	0.284548	(0.536953,0.284548)	
0.751181	0.621745	(0.751181,0.621745)	
0.52059	0.718824	(0.520590,0.718824)	
0.545402	0.863611	(0.545402,0.863611)	
0.0894481	0.634277	(0.089448,0.634277)	
0.920417	0.973994	(0.920417,0.973994)	
0.709263	0.917254	(0.709263,0.917254)	
0.880662	0.0536117	(0.880662,0.053612)	
0.87968	0.85349	(0.879680,0.853490)	
0.297745	0.994964	(0.297745,0.994964)	
0.470115	0.882124	(0.470115,0.882124)	
0.0336629	0.223941	(0.033663,0.223941)	
0.0621255	0.770611	(0.062126,0.770611)	
0.175672	0.500843	(0.175672,0.500843)	
0.371505	0.21388	(0.371505,0.213880)	
0.91888	0.15143	(0.918880,0.151430)	
0.772719	0.0524241	(0.772719,0.052424)	
0.920667	0.125107	(0.920667,0.125107)	
0.748174	0.90809	(0.748174,0.908090)	
0.562745	0.0392668	(0.562745,0.039267)	
0.138398	0.514906	(0.138398,0.514906)	
0.340459	0.867093	(0.340459,0.867093)	
0.982931	0.978043	(0.982931,0.978043)	
0.731738	0.92743	(0.731738,0.927430)	
0.575232	0.619977	(0.575232,0.619977)	
0.134665	0.121809	(0.134665,0.121809)	
0.870823	0.603002	(0.870823,0.603002)	
0.386076	0.983311	(0.386076,0.983311)	
0.302047	0.675779	(0.302047,0.675779)	
0.64497	0.618038	(0.644970,0.618038)	
0.284212	0.843655	(0.284212,0.843655)	
0.0331196	0.361769	(0.033120,0.361769)	
0.618529	0.563763	(0.618529,0.563763)	
0.938456	0.286467	(0.938456,0.286467)	
0.682347	0.912581	(0.682347,0.912581)	
0.700149	0.184202	(0.700149,0.184202)	
0.775106	0.652766	(0.775106,0.652766)	
0.981314	0.455604	(0.981314,0.455604)	
0.490522	0.965093	(0.490522,0.965093)	
0.297881	0.32783	(0.297881,0.327830)	
0.196483	0.92842	(0.196483,0.928420)	
0.290053	0.930423	(0.290053,0.930423)	
0.0115272	0.384619	(0.011527,0.384619)	
0.604147	0.139235	(0.604147,0.139235)	
0.411514	0.265678	(0.411514,0.265678)	
0.983454	0.44719	(0.983454,0.447190)	
0.32613	0.576792	(0.326130,0.576792)	
0.961375	0.890307	(0.961375,0.890307)	
0.289176	0.202866	(0.289176,0.202866)	
0.60091	0.717628	(0.600910,0.717628)	
0.589446	0.357753	(0.589446,0.357753)	
0.0520538	0.78008	(0.052054,0.780080)	
0.0837424	0.537617	(0.083742,0.537617)	
0.401394	0.776564	(0.401394,0.776564)	
0.236551	0.124665	(0.236551,0.124665)	
0.793099	0.552578	(0.793099,0.552578)	
0.351775	0.558186	(0.351775,0.558186)	
0.112226	0.62943	(0.112226,0.629430)	
0.873363	0.130265	(0.873363,0.130265)	
0.473046	0.3486	(0.473046,0.348600)	
0.0194454	0.748076	(0.019445,0.748076)	
0.257901	0.259461	(0.257901,0.259461)	
0.0477707	0.348277	(0.047771,0.348277)	
0.745273	0.238509	(0.745273,0.238509)	
0.750699	0.35755	(0.750699,0.357550)	
0.266654	0.899154	(0.266654,0.899154)	
0.671181	0.612848	(0.671181,0.612848)	
0.985937	0.99343	(0.985937,0.993430)	
0.295143	0.322533	(0.295143,0.322533)	
0.526038	0.0965558	(0.526038,0.096556)	
0.592096	0.942662	(0.592096,0.942662)	
0.827095	0.0438482	(0.827095,0.043848)	
0.679087	0.629573	(0.679087,0.629573)	
0.438723	0.514126	(0.438723,0.514126)	
0.71105	0.219209	(0.711050,0.219209)	
0.383455	0.247482	(0.383455,0.247482)	
0.943985	0.374926	(0.943985,0.374926)	
0.315791	0.586454	(0.315791,0.586454)	
0.0701411	0.678702	(0.070141,0.678702)	
0.805491	0.0423751	(0.805491,0.042375)	
0.633614	0.44652	(0.633614,0.446520)	
0.637247	0.132791	(0.637247,0.132791)	
0.550629	0.998443	(0.550629,0.998443)	
0.312145	0.796523	(0.312145,0.796523)	
0.38462	0.96944	(0.384620,0.969440)	
0.808069	0.771358	(0.808069,0.771358)	
0.168491	0.110967	(0.168491,0.110967)	
0.783108	0.681949	(0.783108,0.681949)	
0.784668	0.398765	(0.784668,0.398765)	
0.0429901	0.514601	(0.042990,0.514601)	
0.470531	0.263073	(0.470531,0.263073)	
0.323663	0.198984	(0.323663,0.198984)	
0.1282	0.417987	(0.128200,0.417987)	
0.424371	0.238072	(0.424371,0.238072)	
0.202577	0.251927	(0.202577,0.251927)	
0.954358	0.555623	(0.954358,0.555623)	
0.82194	0.606904	(0.821940,0.606904)	
0.494888	0.810297	(0.494888,0.810297)	
0.246508	0.216655	(0.246508,0.216655)	
0.723254	0.467164	(0.723254,0.467164)	
0.970552	0.179809	(0.970552,0.179809)	
0.970376	0.546999	(0.970376,0.546999)	
0.804288	0.841438	(0.804288,0.841438)	
0.0902778	0.582967	(0.090278,0.582967)	
0.107445	0.96294	(0.107445,0.962940)	
0.288095	0.310276	(0.288095,0.310276)	
0.944876	0.334871	(0.944876,0.334871)	
0.391194	0.669972	(0.391194,0.669972)	
0.126558	0.179593	(0.126558,0.179593)	
0.741763	0.0117758	(0.741763,0.011776)	
0.92385	0.0904098	(0.923850,0.090410)	
0.55299	0.886778	(0.552990,0.886778)	
0.218	0.541935	(0.218000,0.541935)	
0.89714	0.498675	(0.897140,0.498675)	
0.135733	0.504003	(0.135733,0.504003)	
0.00296408	0.967379	(0.002964,0.967379)	
0.0137531	0.610509	(0.013753,0.610509)	
0.830529	0.802223	(0.830529,0.802223)	
0.165513	0.0275629	(0.165513,0.027563)	
0.890551	0.900305	(0.890551,0.900305)	
0.209216	0.375537	(0.209216,0.375537)	
0.487478	0.510839	(0.487478,0.510839)	
0.168489	0.170697	(0.168489,0.170697)	
0.323965	0.73672	(0.323965,0.736720)	
0.642196	0.538585	(0.642196,0.538585)	
0.120087	0.593246	(0.120087,0.593246)	
0.72656	0.828181	(0.726560,0.828181)	
0.312958	0.490173	(0.312958,0.490173)	
0.182999	0.0287971	(0.182999,0.028797)	
0.328704	0.341822	(0.328704,0.341822)	
0.404249	0.00692909	(0.404249,0.006929)	
0.50452	0.701017	(0.504520,0.701017)	
0.817628	0.874813	(0.817628,0.874813)	
0.707428	0.232355	(0.707428,0.232355)	
0.459195	0.753763	(0.459195,0.753763)	
0.600108	0.130138	(0.600108,0.130138)	
0.990624	0.671672	(0.990624,0.671672)	
0.472732	0.40359	(0.472732,0.403590)	
0.549574	0.844072	(0.549574,0.844072)	
0.550978	0.219466	(0.550978,0.219466)	
0.614958	0.531397	(0.614958,0.531397)	
0.740628	0.148457	(0.740628,0.148457)	
0.824807	0.581482	(0.824807,0.581482)	
0.242481	0.410851	(0.242481,0.410851)	
0.153391	0.586623	(0.153391,0.586623)	
0.310204	0.278568	(0.310204,0.278568)	
0.48615	0.879972	(0.486150,0.879972)	
0.398672	0.150255	(0.398672,0.150255)	
0.829104	0.828559	(0.829104,0.828559)	
0.909979	0.474576	(0.909979,0.474576)	
0.760179	0.65236	(0.760179,0.652360)	
0.86533	0.420768	(0.865330,0.420768)	
0.332908	0.30372	(0.332908,0.303720)	
0.868412	0.767194	(0.868412,0.767194)	
0.240902	0.412946	(0.240902,0.412946)	
0.262537	0.945865	(0.262537,0.945865)	
0.360221	0.468292	(0.360221,0.468292)	
0.0810281	0.107156	(0.081028,0.107156)	
0.725142	0.917058	(0.725142,0.917058)	
0.237162	0.783375	(0.237162,0.783375)	
0.933022	0.804651	(0.933022,0.804651)	
0.964022	0.577137	(0.964022,0.577137)	
0.991079	0.606598	(0.991079,0.606598)	
0.191155	0.891008	(0.191155,0.891008)	
0.740348	0.641476	(0.740348,0.641476)	
0.807804	0.174606	(0.807804,0.174606)	
0.451222	0.608195	(0.451222,0.608195)	
0.413291	0.385883	(0.413291,0.385883)	
0.66544	0.487048	(0.665440,0.487048)	
0.573876	0.251835	(0.573876,0.251835)	
0.248845	0.0393624	(0.248845,0.039362)	
5.05751e-06	0.643359	(0.000005,0.643359)	
0.258503	0.0847658	(0.258503,0.084766)	
0.714512	0.637744	(0.714512,0.637744)	
0.160807	0.418102	(0.160807,0.418102)	
0.815241	0.0845423	(0.815241,0.084542)	
0.161059	0.830536	(0.161059,0.830536)	
0.0371502	0.186005	(0.037150,0.186005)	
0.619906	0.04269	(0.619906,0.042690)	
0.00971491	0.487247	(0.009715,0.487247)	
0.391261	0.153651	(0.391261,0.153651)	
0.983982	0.994789	(0.983982,0.994789)	
0.276364	0.310906	(0.276364,0.310906)	
0.296783	0.921735	(0.296783,0.921735)	
0.959044	0.955903	(0.959044,0.955903)	
0.952161	0.825785	(0.952161,0.825785)	
0.7807	0.0817676	(0.780700,0.081768)	
0.265082	0.960444	(0.265082,0.960444)	
0.495845	0.228097	(0.495845,0.228097)	
0.441143	0.313569	(0.441143,0.313569)	
0.889243	0.347866	(0.889243,0.347866)	
0.497389	0.640009	(0.497389,0.640009)	
0.455691	0.518816	(0.455691,0.518816)	
0.881083	0.401166	(0.881083,0.401166)	
0.56869	0.682691	(0.568690,0.682691)	
0.160651	0.764225	(0.160651,0.764225)	
0.972757	0.0171703	(0.972757,0.017170)	
0.969819	0.0635872	(0.969819,0.063587)	
0.507587	0.15486	(0.507587,0.154860)	
0.0338765	0.528205	(0.033876,0.528205)	
0.645089	0.62946	(0.645089,0.629460)	
0.225885	0.788368	(0.225885,0.788368)	
0.330286	0.659987	(0.330286,0.659987)	
0.648624	0.116848	(0.648624,0.116848)	
0.354986	0.57906	(0.354986,0.579060)	
0.25111	0.470619	(0.251110,0.470619)	
